G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1482310	0.1735208	0.6868118	0.3091882	0.7017999	0.0299325	0.6874524	0.4267313	0.0141336	0.5244656	0.0118139	0.4490436	0.0212100	0.0372010	0.0121070	0.1388112	0.3082730	0.5450463	0.1065558	0.0073634	0.0230084	0.1728018	0.1152572	0.1942516	0.1403464	0.7600657	0.5174998	0.2849841	0.1537276	0.4572200	0.2581703	0.0123548	0.1281088	0.0886480	0.6882568	0.7717640	0.6868775	0.1234381	0.0616335	0.7228505	0.0668027	0.6773772	0.5766986	0.5329030	0.6424215	0.6907378	0.7745562	0.5508325	0.4959163	0.1883462	0.6754575	0.6078141	0.4939656	0.2852194	0.5699737	0.3926659	0.2360227	0.2210680	0.1042178	0.2569183	0.0287474	0.3199126	0.6201313	0.4752277	0.5358710	0.4007407	0.0000000	0.1893350	0.5564903	0.0211585	0.1750476	0.0554078	0.0264865	0.0907254	0.3906727	0.6506277	0.0219770	0.1119340	0.1745609	0.0403142	0.3625913	0.0989820	0.6785929	0.2096434	0.6120051	0.1971181	0.1528753	0.0998570	0.0172311	0.6570916	0.6679497	0.4840964	0.7092008	0.5042570	0.5332347	0.8295760	0.1879362	0.6384344	0.5973640	0.7344407
0.1774064	0.3342389	0.5275260	0.4322469	0.6600747	0.0312144	0.7132856	0.4778156	0.0187559	0.4004853	0.0037113	0.3546035	0.0264837	0.0120325	0.0136854	0.0700391	0.4004974	0.5461053	0.0624732	0.0070461	0.0379229	0.1251992	0.1162037	0.1737714	0.1303829	0.6944737	0.4335567	0.3360651	0.2050502	0.5197963	0.2436703	0.0096286	0.1850393	0.1186610	0.7935548	0.7600925	0.8733481	0.1341387	0.0464540	0.6815502	0.0694633	0.5732192	0.7282448	0.5858925	0.5317517	0.6608564	0.5917339	0.6708886	0.4655980	0.1337516	0.7687625	0.5213832	0.5361701	0.1598151	0.5587858	0.2427142	0.2688437	0.2540886	0.0883678	0.2313240	0.0201256	0.3455092	0.7705945	0.5167874	0.5996902	0.3196073	0.3772999	0.0000000	0.5078744	0.0187575	0.1287799	0.0106785	0.0283834	0.0537499	0.4524189	0.7974118	0.0131050	0.1540223	0.1891607	0.0359629	0.5174726	0.1220085	0.6503389	0.1737933	0.5900335	0.2119937	0.1241382	0.1050852	0.0600863	0.5860935	0.7276277	0.5158619	0.7975386	0.3896461	0.4628944	0.6985459	0.3433271	0.6550204	0.6033361	0.7521594
0.1215442	0.1955300	0.5942882	0.3763075	0.7037348	0.0379245	0.6633265	0.3351706	0.0158622	0.5002052	0.0150823	0.3578130	0.0253016	0.0210179	0.0179498	0.1088371	0.3814254	0.4901874	0.0590318	0.0292086	0.0387049	0.2092582	0.1911614	0.1085075	0.1181429	0.6183960	0.4505750	0.3585012	0.1781621	0.4402749	0.2101431	0.0132052	0.1737062	0.0837655	0.6768250	0.6639283	0.6551523	0.0917020	0.0495548	0.6454643	0.0631057	0.7613672	0.6753399	0.6550146	0.7245460	0.6551359	0.7558792	0.5880166	0.5066449	0.1810642	0.6091301	0.8490870	0.4555688	0.4337843	0.4579808	0.2642129	0.3032377	0.3240299	0.0876410	0.2714445	0.0162813	0.3261590	0.6947948	0.5688880	0.6392174	0.4091768	0.6487134	0.7100846	0.0000000	0.0241712	0.1840724	0.0451919	0.0292221	0.1099756	0.4790835	0.7944066	0.0095889	0.1107908	0.1878465	0.0277437	0.4366492	0.1146174	0.6800691	0.2026111	0.6701606	0.1291924	0.1758576	0.0602928	0.0553755	0.5539855	0.6576271	0.4704560	0.6900163	0.5336347	0.4846945	0.6840454	0.2739209	0.6509628	0.6094432	0.7894466
0.1475260	0.2869112	0.5149813	0.3276866	0.6237180	0.0641843	0.5708014	0.4297090	0.0272391	0.5826737	0.0074587	0.2962962	0.0463199	0.0262255	0.0197556	0.0830018	0.4881283	0.6394713	0.0742984	0.0124722	0.0368552	0.1249090	0.1125173	0.1073641	0.1526892	0.6292390	0.4911921	0.3682508	0.2275619	0.4739884	0.2370637	0.0263878	0.1871984	0.1944557	0.7817300	0.7678120	0.8072061	0.1672717	0.0521417	0.6754255	0.0471614	0.7343383	0.7473707	0.6559484	0.6575181	0.8439569	0.5708505	0.6320662	0.4401363	0.1797796	0.6631374	0.6615708	0.5158529	0.2848100	0.5403088	0.3047177	0.2286345	0.2991892	0.0971508	0.3268674	0.0092280	0.3959426	0.6203500	0.5278517	0.6282192	0.3571264	0.3011831	0.4759242	0.4314746	0.0000000	0.2081190	0.0151781	0.0639886	0.0640626	0.3904344	0.7118718	0.0298510	0.1146380	0.1894689	0.0359702	0.3646874	0.0884899	0.7646986	0.1894834	0.4920989	0.1735946	0.1762742	0.1360979	0.0478425	0.7413123	0.7283329	0.4726082	0.7514627	0.4641988	0.4227933	0.6798555	0.2489033	0.5743941	0.6094287	0.6254364
0.1299252	0.2414695	0.5210349	0.4170049	0.6170004	0.0517544	0.8002373	0.4501194	0.0259942	0.4486393	0.0291833	0.4209613	0.0454343	0.0524283	0.0174260	0.0971312	0.4455990	0.6132026	0.0484868	0.0017099	0.1013783	0.1845339	0.1218783	0.1292785	0.1164464	0.7314824	0.5817048	0.2615858	0.1989358	0.5369783	0.3107125	0.0450264	0.2193597	0.1092158	0.6274924	0.7418355	0.6372249	0.1015268	0.0748323	0.6321596	0.0399504	0.6321988	0.6626099	0.5428950	0.6441241	0.7279251	0.5736534	0.5730390	0.4768758	0.2232968	0.7062952	0.5948531	0.3974950	0.2478089	0.6095453	0.3623932	0.2217476	0.1676174	0.0844962	0.2818998	0.0082659	0.3286180	0.6974745	0.5333659	0.4401891	0.4404953	0.4201236	0.3969679	0.4979773	0.0409466	0.0000000	0.0122488	0.0357275	0.0694840	0.4216385	0.6671690	0.0314900	0.0806055	0.1834286	0.0508177	0.3920826	0.1219646	0.7082311	0.2282129	0.6244179	0.2049781	0.1556797	0.0889124	0.0150612	0.6406494	0.5774031	0.5330046	0.7212172	0.4009785	0.5261360	0.6868251	0.3849777	0.7088774	0.6369852	0.5989868
0.1189322	0.2956390	0.5342493	0.3648575	0.6479350	0.0770002	0.7118543	0.4512698	0.0260011	0.5255125	0.0409103	0.4075596	0.0338867	0.0106933	0.0077746	0.1286917	0.3633648	0.5804719	0.0581246	0.0096105	0.0305955	0.2265318	0.0235545	0.0929071	0.1619635	0.6977491	0.5521221	0.4353947	0.2095813	0.4919732	0.2776384	0.0143000	0.2071483	0.1202666	0.6878782	0.6183001	0.6827651	0.1156710	0.0703178	0.6521077	0.0317173	0.7947451	0.7499911	0.6041293	0.6858668	0.6062000	0.5800542	0.5607826	0.4010335	0.1681099	0.7985214	0.7188295	0.3870474	0.2445746	0.6108005	0.3591293	0.2939479	0.2453171	0.0987029	0.3055380	0.0237304	0.3080122	0.6873764	0.4873148	0.5040560	0.3030265	0.3887631	0.3834907	0.5820413	0.0203020	0.2031732	0.0000000	0.0514021	0.0496032	0.2858314	0.7290820	0.0055212	0.0958701	0.1657510	0.0346681	0.4477841	0.1411983	0.6753181	0.1563817	0.7232571	0.3176785	0.1231104	0.0939590	0.0401809	0.7276070	0.8535308	0.4595332	0.7209775	0.4202731	0.4657437	0.7799160	0.3210983	0.5988295	0.6002711	0.7721995
0.1806803	0.2762152	0.5940122	0.4119942	0.5826454	0.0659833	0.7401743	0.5376477	0.0324352	0.5106221	0.0253379	0.3845468	0.0670375	0.0433881	0.0126933	0.1347735	0.4197926	0.6418981	0.1148348	0.0032350	0.0865270	0.1402073	0.2844289	0.1793675	0.1000891	0.5809275	0.4149263	0.3523982	0.2310621	0.5455893	0.1932831	0.0180115	0.1635709	0.1024198	0.6977791	0.7107015	0.6576178	0.1436050	0.0447172	0.5448791	0.0353622	0.6207925	0.7689073	0.5495981	0.7130996	0.7874684	0.5950261	0.7028353	0.4273798	0.2533987	0.6809893	0.7029740	0.3971972	0.1816023	0.5073298	0.3761101	0.3378174	0.3228733	0.0878460	0.2782153	0.0159990	0.3033197	0.6908544	0.5139996	0.4683829	0.3442182	0.4443458	0.5098822	0.5456548	0.0374345	0.1700695	0.0305940	0.0000000	0.0827051	0.2670100	0.6961027	0.0232061	0.0926890	0.2141717	0.0421409	0.3604080	0.1469153	0.5513182	0.2092688	0.5770706	0.2030341	0.1683084	0.1436077	0.0463570	0.6897509	0.6935476	0.4708821	0.7437635	0.4468661	0.4973395	0.6004321	0.2386337	0.6869070	0.6005589	0.5741666
0.1214648	0.2655974	0.5036832	0.3417433	0.6844369	0.0513654	0.5535799	0.4469264	0.0153051	0.4624923	0.0163962	0.3603992	0.0305327	0.0223832	0.0046811	0.0944768	0.4761072	0.5951366	0.1248675	0.0043878	0.0371349	0.2226976	0.1004048	0.0930927	0.1145304	0.6584353	0.5187507	0.3251904	0.1766721	0.5626576	0.2269962	0.0535373	0.2481614	0.1000132	0.6128551	0.7828501	0.6183584	0.1097812	0.0472716	0.7710565	0.0286853	0.6818810	0.5651259	0.5158614	0.5541468	0.6669634	0.5808735	0.6482139	0.3404515	0.1976565	0.7469409	0.7239785	0.5302807	0.3352006	0.4636517	0.3534706	0.2824308	0.2971777	0.0947570	0.2844529	0.0243225	0.2855705	0.6400167	0.4812102	0.5359205	0.3179380	0.4504218	0.5842545	0.4751866	0.0096708	0.1604606	0.0262940	0.0512380	0.0000000	0.3560017	0.7503967	0.0198354	0.0978020	0.1866668	0.0184089	0.3942617	0.1334289	0.6943251	0.2092599	0.7094932	0.2365135	0.1425886	0.1075629	0.0266583	0.7613470	0.7078159	0.4358752	0.7035565	0.4506762	0.5179500	0.5926542	0.2292041	0.7158157	0.6549523	0.8351331
0.1625383	0.2781507	0.5796127	0.4257252	0.6950184	0.0263946	0.6370292	0.4570862	0.0026999	0.4793921	0.0134143	0.4047190	0.0544715	0.0277719	0.0145945	0.1185626	0.3989942	0.5869759	0.0845856	0.0048977	0.0436217	0.1738997	0.1136805	0.4093139	0.1429872	0.7843686	0.5974495	0.3460891	0.1782664	0.5445278	0.1960507	0.0254603	0.3217979	0.0817654	0.7348455	0.6616488	0.7184031	0.1302978	0.0362543	0.6873587	0.0505243	0.6578089	0.6268385	0.6485895	0.6442258	0.7616309	0.6716335	0.5868135	0.4057998	0.2025252	0.4935109	0.6908487	0.5086027	0.1841825	0.5334858	0.3150516	0.2572681	0.2495227	0.1172034	0.3383339	0.0337326	0.3497231	0.6544580	0.4684760	0.5247887	0.2602664	0.3184386	0.5417916	0.5138141	0.0209292	0.2744601	0.0185564	0.0483960	0.0905074	0.0000000	0.6620325	0.0219129	0.1022845	0.1894731	0.0318193	0.4224268	0.1570186	0.8064683	0.2148829	0.6276093	0.2277956	0.1861911	0.0837287	0.0646900	0.6161777	0.6141997	0.4829504	0.6486910	0.4766289	0.5122522	0.6352234	0.2468731	0.7145480	0.5488648	0.6740602
0.1622490	0.2374519	0.5119587	0.4036801	0.7078784	0.0193882	0.7756225	0.5725504	0.0288209	0.5606885	0.0232950	0.3598635	0.0541767	0.0165306	0.0051905	0.0941649	0.4018483	0.5105994	0.0849131	0.0045698	0.0210247	0.1502194	0.0900754	0.1304780	0.1563702	0.6652635	0.5680840	0.4752312	0.2256342	0.4810418	0.2027543	0.0101827	0.2464156	0.1185109	0.7851211	0.6106070	0.6797571	0.1400444	0.0868039	0.6961031	0.0353004	0.6167664	0.6652015	0.5434507	0.6965591	0.6268815	0.6012149	0.6803822	0.5180977	0.2356904	0.7391194	0.6415051	0.3820253	0.2455616	0.4799564	0.4563563	0.3174374	0.2146714	0.1604859	0.2385326	0.0378051	0.3103332	0.6920578	0.4334493	0.5148107	0.2271455	0.3567387	0.5471637	0.4426830	0.0180448	0.1354816	0.0226323	0.0658655	0.1087417	0.3431170	0.0000000	0.0235623	0.1539384	0.1797599	0.0405569	0.4852177	0.0677310	0.8167015	0.1851582	0.6209377	0.1984213	0.2178794	0.0983324	0.0407523	0.7479246	0.6968083	0.5460193	0.7371891	0.5965947	0.4265085	0.6366967	0.2507829	0.5782595	0.6471957	0.7681511
0.1887107	0.2674132	0.6037724	0.3498278	0.7447929	0.0266187	0.8608604	0.4895688	0.0092580	0.6040476	0.0099631	0.4285359	0.0333494	0.0225586	0.0075810	0.0698001	0.3158588	0.5083215	0.0842341	0.0008882	0.0735011	0.2099097	0.1152311	0.2145361	0.1225341	0.7654028	0.5424346	0.3647928	0.2220574	0.4286063	0.3254380	0.0152793	0.2760258	0.1263266	0.6742799	0.7801955	0.7106678	0.0792007	0.0599167	0.6489842	0.0443988	0.5350634	0.7867115	0.5286997	0.6695171	0.8240345	0.6304892	0.5259034	0.3491141	0.2825071	0.7441881	0.6198345	0.4147178	0.3060784	0.6608252	0.4520794	0.2350134	0.2039146	0.1413836	0.3155206	0.0255464	0.2975431	0.6638199	0.5977725	0.4987711	0.3698762	0.3519579	0.4250677	0.6617318	0.0250391	0.2428836	0.0232308	0.0519507	0.0855270	0.3721953	0.6892795	0.0000000	0.1343983	0.1566548	0.0168794	0.4186725	0.1260960	0.7241442	0.1535083	0.5791758	0.1472913	0.1670039	0.1118319	0.0340505	0.5489582	0.6832688	0.4757000	0.7630451	0.4390284	0.4970544	0.7274906	0.2494545	0.6591557	0.5213583	0.6516349
0.1692358	0.2318795	0.6575309	0.3516252	0.6253270	0.0483352	0.7028559	0.3998678	0.0369194	0.4497839	0.0251589	0.3461838	0.0259331	0.0143618	0.0462981	0.0875036	0.4159655	0.5267795	0.0528958	0.0036664	0.0633775	0.1581956	0.0962519	0.1952118	0.1282507	0.6844010	0.7134343	0.3783151	0.1818378	0.7122032	0.1896363	0.0134323	0.2594886	0.1148184	0.6849373	0.6628502	0.7446020	0.1101110	0.0661254	0.6639708	0.0421607	0.6608618	0.7399696	0.5437364	0.8207405	0.6855000	0.6344676	0.5615072	0.5573130	0.1439257	0.5645562	0.6529365	0.4856993	0.2773627	0.4917038	0.3223320	0.3261174	0.2958041	0.0680847	0.2454957	0.0297806	0.2943942	0.7291267	0.4838756	0.4925014	0.3573238	0.3573219	0.4817238	0.4570316	0.0219772	0.2379244	0.0115353	0.0309887	0.0403141	0.4115196	0.7372428	0.0196531	0.0000000	0.1385856	0.0332155	0.3796025	0.1154883	0.7151669	0.1607212	0.6334488	0.2808798	0.1549515	0.0711728	0.0448236	0.7026416	0.7841004	0.5043311	0.8191539	0.4558555	0.5347108	0.5730981	0.3129587	0.6826716	0.6124079	0.8110407
0.1684966	0.3308956	0.6167730	0.3484662	0.7788665	0.0245917	0.6298165	0.4251606	0.0389982	0.4398471	0.0162153	0.4494836	0.0414136	0.0157832	0.0269324	0.0921775	0.3474227	0.5682724	0.0482328	0.0017152	0.0994899	0.1931575	0.1560396	0.1869324	0.1714298	0.7447790	0.4327998	0.3604744	0.1520723	0.4588825	0.2209673	0.0209466	0.2282129	0.1136683	0.6960410	0.6932607	0.7485373	0.0992532	0.1111820	0.6970271	0.0603757	0.7254670	0.6980962	0.5884257	0.6184686	0.7028638	0.7429527	0.6406683	0.5289717	0.1729161	0.6684550	0.6327878	0.4208225	0.2383908	0.6700617	0.4413751	0.2788384	0.2254403	0.0669105	0.2556092	0.0292472	0.3474532	0.5557181	0.5285840	0.4888103	0.3828790	0.3096850	0.4413600	0.4158995	0.0281668	0.1980143	0.0160798	0.0540297	0.1061339	0.3775041	0.7613907	0.0170985	0.1397979	0.0000000	0.0116838	0.3788161	0.1056982	0.6878738	0.1881926	0.7220888	0.2459682	0.2019535	0.0672939	0.0483805	0.7780823	0.6868374	0.5254545	0.7168106	0.6072228	0.5215950	0.6065577	0.2104174	0.6400290	0.5070865	0.5591237
0.0786335	0.3013779	0.5578408	0.2685228	0.7187528	0.0696420	0.5254805	0.5079378	0.0119967	0.5323423	0.0135287	0.3530454	0.0253404	0.0261309	0.0013624	0.1488872	0.3615062	0.5632238	0.0487931	0.0009875	0.0681307	0.1835673	0.0840302	0.1827182	0.1417883	0.8196988	0.5616672	0.3290589	0.1668590	0.4990431	0.2588823	0.0090535	0.2205955	0.1441869	0.6404782	0.5767729	0.7432663	0.1128417	0.0674447	0.6376549	0.0452508	0.8362407	0.8067439	0.4909369	0.6136748	0.6814069	0.6639891	0.6647981	0.4309476	0.1566674	0.6803697	0.7366723	0.4206571	0.2977085	0.5808199	0.2878556	0.2399963	0.2254844	0.0663473	0.2135118	0.0155778	0.2833955	0.6055849	0.4529137	0.5284276	0.3353396	0.3859641	0.5164257	0.5024526	0.0192189	0.1772431	0.0066626	0.0375825	0.0770524	0.4694141	0.8270725	0.0244745	0.0735259	0.2005772	0.0000000	0.4849408	0.1171248	0.7538885	0.1706016	0.4834316	0.1917061	0.1882065	0.0857782	0.0646653	0.6659448	0.7193810	0.4451761	0.6626286	0.4645014	0.5151698	0.7382701	0.3006147	0.7712737	0.7080048	0.6974970
0.1932886	0.2934292	0.4925669	0.4008092	0.5917764	0.0561261	0.8035141	0.4248369	0.0208900	0.4902530	0.0102403	0.3644614	0.0610113	0.0169972	0.0254768	0.0992115	0.4138635	0.5980950	0.0795296	0.0064472	0.0359633	0.2042035	0.1256825	0.1366451	0.1185296	0.7181439	0.5474842	0.3432037	0.1979839	0.5166622	0.1165824	0.0359823	0.2336297	0.1088256	0.6164476	0.7046621	0.7306550	0.0582789	0.0738578	0.6700621	0.0277333	0.7640699	0.6685519	0.5083820	0.6496872	0.6445654	0.5534444	0.6703802	0.3402572	0.1836872	0.6670283	0.6444111	0.4091165	0.3055329	0.5140833	0.4694826	0.3018978	0.2155689	0.0707512	0.2413794	0.0146375	0.2387790	0.6322351	0.4472147	0.6297491	0.3612479	0.3790824	0.3966036	0.5086511	0.0147602	0.1931264	0.0194309	0.0371828	0.0692503	0.3884895	0.6107549	0.0142525	0.1259146	0.1612722	0.0279704	0.0000000	0.1411364	0.6678379	0.1817715	0.7171156	0.1759038	0.1211072	0.0979136	0.0633699	0.6759448	0.6257512	0.4295573	0.7220664	0.3848234	0.4635897	0.7045450	0.2881981	0.6836855	0.5127005	0.7684024
0.1132883	0.3103801	0.4807198	0.4121926	0.7189758	0.0702307	0.7538216	0.4122659	0.0236711	0.4284486	0.0176456	0.3665048	0.0267555	0.0406425	0.0118073	0.1183561	0.3860030	0.4736293	0.1025551	0.0016409	0.0402064	0.1769810	0.1156378	0.1257606	0.1453996	0.6694261	0.4414427	0.3725853	0.2071665	0.5112960	0.1884407	0.0170738	0.1810620	0.1163977	0.7470286	0.6563504	0.5785430	0.0932304	0.0825774	0.6612479	0.0619747	0.6351814	0.6772607	0.5312908	0.6210844	0.6775602	0.6743118	0.6103090	0.4729695	0.1567303	0.6600492	0.6022979	0.4294990	0.2217812	0.5325986	0.3259447	0.3265066	0.3224571	0.1151195	0.2175595	0.0261642	0.2534085	0.6439724	0.5196855	0.6804040	0.3397809	0.3870750	0.4391623	0.3977251	0.0429518	0.1931373	0.0381115	0.0921249	0.1058453	0.3243736	0.7637796	0.0167007	0.1307982	0.2296794	0.0314743	0.3258810	0.0000000	0.7828138	0.1892325	0.5770785	0.1814544	0.1523957	0.1129587	0.0439803	0.7217639	0.6365964	0.4379190	0.7160568	0.4398774	0.4862927	0.6246559	0.2354048	0.6745185	0.7090383	0.7525513
0.1447115	0.2303513	0.5576715	0.5104493	0.7976886	0.0275419	0.6949632	0.4525562	0.2086578	0.4760878	0.2964224	0.7304027	0.2658839	0.0047103	0.0115153	0.0588700	0.0449987	0.6549390	0.4659521	0.1158185	0.0354010	0.2017438	0.1425337	0.1065262	0.3544894	0.6592915	0.5485531	0.3314467	0.1902862	0.4753895	0.2217409	0.0155161	0.2344514	0.0750279	0.6981919	0.7308245	0.7723178	0.5177070	0.5667092	0.6374005	0.0646823	0.5959205	0.7050133	0.5384566	0.7902598	0.8467619	0.5536034	0.6377319	0.6870462	0.2231361	0.7197423	0.7046567	0.3893057	0.3051373	0.4963537	0.3680336	0.3912020	0.0206643	0.1115203	0.2447200	0.0386931	0.2738594	0.7895439	0.3657360	0.6043852	0.3821265	0.3127737	0.4952685	0.6383403	0.0080668	0.1779296	0.0151215	0.0722329	0.0614791	0.3933122	0.6827151	0.0152128	0.0996563	0.2542978	0.0224049	0.3306093	0.1662785	0.0000000	0.2020028	0.0327371	0.1608207	0.6911408	0.3295686	0.0420040	0.7189820	0.6253177	0.4263736	0.6303222	0.5463801	0.6378219	0.7113466	0.2788170	0.6742954	0.5028095	0.6287969
0.1730422	0.2622909	0.5138330	0.3511288	0.7086172	0.0606151	0.7429364	0.4396226	0.0129917	0.4296000	0.0303395	0.4626720	0.0412121	0.0254351	0.0074929	0.1375436	0.3051182	0.4940778	0.0538538	0.0008620	0.0378821	0.1221967	0.1586118	0.2018426	0.1705722	0.7985964	0.5372645	0.3022460	0.1595315	0.5177433	0.2887528	0.0180625	0.2511666	0.1373475	0.7727358	0.7281704	0.6285244	0.1274626	0.0536851	0.7078125	0.0396397	0.7406630	0.6433757	0.5842507	0.6213979	0.9144416	0.6436247	0.7368880	0.4335815	0.1463819	0.5747181	0.5702792	0.3714245	0.2382969	0.5774422	0.2888194	0.3090063	0.2457729	0.0907934	0.2192125	0.0298185	0.3210518	0.7017438	0.4700182	0.5023829	0.2800753	0.3297092	0.4577335	0.5429979	0.0178924	0.1503040	0.0370454	0.0687578	0.0680583	0.3472336	0.6714468	0.0408715	0.1289053	0.1530421	0.0487453	0.4020143	0.1361781	0.8153015	0.0000000	0.6350881	0.2786706	0.1882097	0.0834543	0.0465313	0.6164172	0.5945924	0.4778083	0.6870786	0.4871125	0.5490754	0.7362553	0.3028372	0.6221083	0.5982808	0.6956883
0.1848144	0.2911304	0.5569261	0.5689182	0.5553772	0.0193807	0.7720196	0.4318981	0.2937283	0.4529996	0.2566880	0.6411679	0.7801193	0.0285510	0.0187747	0.0525200	0.0728519	0.6142282	0.0671909	0.0005118	0.0616748	0.1022502	0.1619067	0.1569704	0.4092517	0.6590331	0.5552216	0.4072634	0.2014893	0.5679001	0.2964543	0.0081680	0.2020114	0.1338381	0.7869757	0.7103868	0.6903971	0.7203472	0.5717553	0.7816561	0.0451559	0.5935069	0.6407618	0.6470002	0.5715754	0.7380903	0.6285892	0.6842488	0.4628422	0.1595897	0.7262715	0.8205365	0.4715533	0.2176092	0.5660689	0.3400572	0.2365831	0.0152629	0.0904730	0.2182356	0.0122402	0.3150119	0.6966326	0.4426016	0.3560726	0.4227960	0.4596344	0.5667385	0.5704256	0.0185818	0.2528196	0.0314415	0.0283393	0.0563226	0.4441905	0.7583300	0.0208624	0.1051350	0.2116478	0.0327830	0.4911277	0.1248865	0.6524821	0.6187729	0.0000000	0.1210247	0.6303726	0.3252449	0.0303186	0.6136590	0.6714771	0.6008101	0.7854977	0.4962425	0.5293361	0.8032586	0.2392318	0.6563540	0.6365000	0.7229616
0.1326981	0.2488681	0.4563917	0.4264330	0.6980977	0.0460409	0.6932012	0.4589243	0.0134855	0.6363207	0.0106661	0.3747609	0.0206502	0.0331603	0.0205311	0.0862944	0.3631977	0.5348664	0.1125723	0.0051922	0.0306730	0.1699008	0.1290264	0.0907172	0.1914398	0.8417412	0.4430692	0.3683506	0.2034994	0.4006172	0.2010555	0.0130761	0.2659996	0.1212248	0.6577115	0.7017059	0.6711211	0.1341022	0.0521856	0.6373775	0.0449935	0.6715187	0.6380970	0.4693756	0.7736459	0.7900583	0.7664546	0.5140919	0.4738133	0.2062909	0.8441428	0.6713845	0.4291631	0.3358692	0.6095085	0.3299355	0.2887154	0.2227611	0.1016185	0.2405306	0.0272737	0.3499800	0.6128873	0.5437975	0.5911810	0.3076885	0.4186013	0.5001692	0.4567841	0.0118070	0.1891156	0.0201771	0.0535021	0.0692441	0.4275162	0.7198197	0.0377740	0.1158566	0.1974399	0.0204034	0.4114926	0.1936595	0.8234088	0.2043428	0.5961395	0.0000000	0.2509209	0.1066585	0.0404774	0.7371504	0.5891672	0.4428178	0.8145424	0.4313888	0.5180342	0.7210624	0.2238560	0.7164219	0.6256569	0.6634909
0.0753101	0.2774115	0.5282160	0.3350759	0.7599184	0.0301262	0.5915841	0.5198401	0.0039999	0.4850583	0.0094613	0.3901158	0.0272636	0.0653873	0.0037788	0.1008761	0.3633214	0.5768829	0.0689646	0.0054971	0.0726792	0.2070423	0.1768873	0.1327800	0.1375615	0.8636275	0.5288520	0.4152762	0.1643306	0.5030620	0.1875275	0.0338232	0.2307365	0.1229456	0.7139466	0.7628198	0.6870105	0.1646551	0.0624600	0.8176534	0.0950075	0.7477341	0.7721274	0.5244069	0.6990189	0.5966987	0.5898187	0.5684731	0.4560028	0.1967912	0.7131717	0.7345556	0.3264771	0.2198527	0.7360075	0.4813411	0.3347152	0.2169005	0.0845936	0.2587326	0.0260408	0.2188695	0.8199268	0.5330719	0.5617538	0.4697007	0.3622979	0.4065421	0.5396045	0.0152664	0.2063766	0.0277006	0.0449584	0.0331077	0.4346809	0.8090738	0.0244081	0.0845005	0.2031463	0.0245311	0.4147436	0.1645966	0.7627190	0.1983581	0.5579658	0.3385054	0.0000000	0.0926165	0.0339442	0.6656588	0.5647241	0.4778277	0.6337467	0.5442692	0.5334533	0.6199040	0.3399378	0.5878089	0.5997654	0.6641868
0.1889634	0.1873854	0.5997102	0.4322565	0.7427316	0.0451197	0.8769782	0.4613705	0.0163506	0.4264539	0.0070241	0.3761210	0.0471202	0.0120396	0.0111796	0.1464428	0.3611172	0.4935457	0.0825122	0.0007112	0.0213691	0.1331554	0.1132027	0.1261199	0.2023573	0.6731802	0.5211349	0.4053688	0.1718969	0.4866984	0.2226040	0.0148279	0.1968761	0.0769497	0.7788860	0.7224878	0.5860965	0.1095095	0.0793375	0.6965376	0.0351522	0.7150463	0.8168596	0.5366080	0.7361153	0.6671715	0.5436430	0.5184132	0.4116175	0.2203528	0.6216609	0.8357610	0.4370737	0.2242808	0.5597329	0.3052336	0.4056140	0.2041450	0.0777011	0.2626278	0.0152601	0.3789130	0.7996861	0.5014027	0.4884567	0.3303369	0.3204084	0.4532663	0.4887826	0.0290439	0.2508662	0.0196332	0.0571431	0.0660692	0.4975248	0.5831790	0.0419067	0.1497878	0.2058465	0.0673623	0.4360342	0.1020113	0.6004781	0.1943025	0.5379448	0.1428919	0.1396503	0.0000000	0.0233196	0.7868941	0.6861741	0.4106484	0.8018293	0.6341121	0.5246258	0.8315533	0.2883282	0.7710654	0.5455194	0.7483356
