,Unnamed: 0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,G0
G66,0.0,0.154719645,0.069995161,0.082271122,0.143450001,0.040759947,0.032866162,0.055230752,0.170189924,0.037291604,0.100756888,0.018567033,0.145045077,0.052659346,0.030088099,0.021548157,0.114401267,0.054566978,0.105471672,0.065655977,0.018095684,0.016068751,0.163758505,0.142174433,0.134167155,0.155316542,0.04670318,0.07514676,0.140250457,0.167191174,0.048362496,0.106368328,0.006781964,0.065624572,0.055577032,0.120621085,0.081335914,0.176990456,0.033550727,0.0182089,0.095971063,0.025211341,0.028914996,0.040918318,0.119245915,0.034499819,0.074837212,0.089913873,0.145942802,0.13190848,0.101238337,0.138299738,0.061686766,0.068821713,0.11805876,0.1275106,0.158357668,0.105756246,0.089644496,0.157065797,0.118464412,0.100109218,0.138423984,0.072394019,0.053687211,0.167755293,0.0,0.05937457,0.141833247,0.120449404,0.044834001,0.151629391,0.075988229,0.12765675,0.123788708,0.130000325,0.206535002,0.08122071,0.075437225,0.068074379,0.020645949,0.119395771,0.071884321,0.103369086,0.09129426,0.089528979,0.104186399,0.090461747,0.067066504,0.097108878,0.031903877,0.038782467,0.036808581,0.081366517,0.096998687,0.120323567,0.090323255,0.097848087,0.068040481,0.040642621,0.057865488,0.075152221
G67,0.0,0.177005397,0.164961771,0.063907578,0.147659667,0.025262894,0.020510658,0.095099312,0.20209738,0.059140771,0.075120547,0.041676263,0.167964496,0.065942881,0.020563823,0.020563823,0.014920887,0.070136461,0.076812064,0.113627367,0.057378983,0.013937066,0.129855891,0.132859356,0.168941322,0.205065813,0.049447016,0.086730773,0.095901872,0.196167876,0.073113702,0.186070061,0.012158111,0.097806201,0.027267272,0.067190341,0.047404024,0.09213792,0.092684405,0.067519226,0.073664955,0.040981706,0.029421933,0.067395594,0.085394924,0.09240181,0.082975124,0.09589313,0.137024815,0.069597688,0.0893846,0.085743732,0.056968996,0.039475824,0.124369827,0.07829276,0.172455047,0.098071189,0.122607971,0.114965044,0.089797671,0.127337518,0.17549892,0.050426514,0.105621273,0.075398854,0.05937457,0.0,0.212898187,0.133054658,0.067203988,0.160191423,0.077970525,0.082304511,0.107156531,0.194710806,0.105070624,0.077970525,0.06646526,0.083951411,0.049710944,0.144351951,0.03727694,0.056087737,0.102527002,0.074747365,0.174899018,0.115202436,0.103940049,0.089718318,0.049807937,0.051472477,0.056278449,0.027649658,0.150450815,0.112274492,0.073839262,0.094151665,0.084562409,0.069645359,0.033216818,0.143789891
G68,0.0,0.246468522,0.217371804,0.105424769,0.172185587,0.103352806,0.013412087,0.12006262,0.210880671,0.048342167,0.113834408,0.021957575,0.091081697,0.037718205,0.030786647,0.030786647,0.110860476,0.11142147,0.149928868,0.096363703,0.05135095,0.012581038,0.120260528,0.224239829,0.248520107,0.225259447,0.06974227,0.076442858,0.131456176,0.205474376,0.050265289,0.142996622,0.007394422,0.099185119,0.031157791,0.138587639,0.090205514,0.232783072,0.054240733,0.045277406,0.061483674,0.031502353,0.103566153,0.130095465,0.140636141,0.112045198,0.105247727,0.202690538,0.305425863,0.184859985,0.165005971,0.125479548,0.17278774,0.092083949,0.22515922,0.12714243,0.106892616,0.114332785,0.080550123,0.24156049,0.252128296,0.194072399,0.229050095,0.12071382,0.19637094,0.09861149,0.141833247,0.212898187,0.0,0.275251957,0.131969883,0.220706312,0.143848723,0.178356822,0.207185101,0.206678005,0.207328653,0.167944148,0.079747103,0.098144196,0.05683615,0.128201382,0.027411903,0.090881441,0.059160529,0.114705714,0.176886697,0.106764996,0.088749911,0.174928252,0.122251725,0.12430979,0.075638323,0.065477814,0.201754947,0.153460039,0.099473773,0.136006309,0.079185442,0.120527867,0.115133838,0.142006495
G69,0.0,0.219627231,0.176599408,0.076359064,0.187865518,0.044568348,0.018689579,0.002550623,0.221378327,0.069407041,0.073203785,0.059446054,0.101714788,0.05827743,0.021998008,0.018633016,0.140314395,0.096268061,0.101136889,0.056721251,0.064794033,0.018400597,0.107935856,0.188341552,0.226603935,0.186831976,0.018946065,0.056113411,0.126291099,0.244762742,0.058639727,0.096882771,0.016825045,0.124702112,0.025890613,0.044681093,0.077506043,0.189815981,0.056079202,0.063649182,0.081270897,0.0165038,0.031564872,0.030291178,0.115703007,0.042823246,0.090737694,0.191452356,0.161030404,0.165492883,0.114633477,0.09315035,0.09631942,0.064354421,0.151301606,0.060069356,0.117214682,0.152884753,0.117844014,0.182144798,0.211331401,0.155758123,0.23187509,0.053409678,0.112085038,0.082464008,0.120449404,0.133054658,0.275251957,0.0,0.147444718,0.173649408,0.157479185,0.176586573,0.216161684,0.284319728,0.151269591,0.162711666,0.057441755,0.059291164,0.028188383,0.13719396,0.096365952,0.109096795,0.048670379,0.113084679,0.118150655,0.063371914,0.043547439,0.171540143,0.111723063,0.036076985,0.055589708,0.032177181,0.087284167,0.099775091,0.071369801,0.101590805,0.060487811,0.090825916,0.072096919,0.119096369
G70,0.0,0.169929093,0.107305088,0.017845774,0.141031652,0.03825874,0.002408203,0.022352927,0.10866575,0.02123019,0.059222078,0.019854412,0.025442889,0.002095026,0.001036539,0.001036539,0.042481922,0.026234057,0.055072713,0.00929066,0.002632795,0.005412004,0.082316042,0.174459459,0.163654741,0.122214597,0.012011233,0.024453617,0.069122889,0.169283326,0.048161779,0.051092288,0.000515583,-0.005068416,0.017316622,0.021822179,0.050826938,0.164860415,0.014862898,0.026413654,0.014993465,0.007752279,0.022073101,0.046891645,0.055359029,0.018208504,0.056563842,0.147444718,0.1526772,0.051129055,0.025523041,0.020227279,0.032901774,0.039676372,0.064331798,0.062180159,0.088100204,0.03873805,0.064785618,0.127296473,0.146480069,0.125032198,0.180896218,0.008705208,0.052003051,0.004126729,0.044834001,0.067203988,0.131969883,0.147444718,0.0,0.160802153,0.157479185,0.16358655,0.166181699,0.174459459,0.13367949,0.18157461,0.029654856,0.016931588,0.001562981,0.073197845,0.006873311,0.021551874,-0.004057591,0.036223093,0.034061481,0.048368579,0.038247869,0.181679875,0.056591219,0.023347866,0.020039383,0.044474232,0.033932116,0.0423699,0.042103418,-0.004928376,0.015699561,0.021849142,0.016371519,0.074600692
G71,0.0,0.233036862,0.125939154,0.082030322,0.191049854,0.098942375,0.02192738,0.110034352,0.13605987,0.038697813,0.096090926,0.043188063,0.114139698,0.052988221,0.007512624,0.022894304,0.065596469,0.043095106,0.076975961,0.06533207,0.019138824,0.027809727,0.088418757,0.185189159,0.23443514,0.191496714,0.075805538,0.100309371,0.079722351,0.191393142,0.038237102,0.139846228,0.003733286,0.036674533,0.031125254,0.039941927,0.092223869,0.203360883,0.054264131,0.034643028,0.036790683,0.011919421,0.06607768,0.006358442,0.061890832,0.015316639,0.092074043,0.170011599,0.166731332,0.101308801,0.11166445,0.051977397,0.126326963,0.084795792,0.118855408,0.094932768,0.074176383,0.15169793,0.122278367,0.139285362,0.168980476,0.171403956,0.176941927,0.035172211,0.083341048,0.104780179,0.151629391,0.160191423,0.220706312,0.173649408,0.160802153,0.0,0.200437554,0.19169758,0.201696717,0.210341892,0.188115316,0.18157461,0.0822637,0.013610525,0.011339178,0.095180057,0.045966784,0.015522449,0.055981335,0.074287144,0.073571713,0.04232168,0.028646447,0.184897578,0.058062779,0.081183589,0.021988207,0.07267604,0.06232333,0.077708466,0.046541423,0.063818885,0.077289733,0.063186032,0.037801419,0.11650558
G72,0.0,0.157479185,0.097408867,0.008760858,0.142924027,0.049485148,0.000944908,0.054532085,0.121545458,0.019644941,0.068188801,0.017765905,0.014966755,0.001667149,0.000824888,0.000824888,0.025511353,0.019662397,0.061485749,0.031912431,0.002095026,0.004305894,0.068081175,0.18157461,0.200437554,0.129985779,0.037999032,0.016817082,0.027394616,0.18157461,0.006433506,0.032907736,0.000410318,0.006380233,0.010250428,0.02893733,0.072138098,0.172944148,0.013389243,0.020986132,0.025521884,0.00616703,0.01405297,0.005947455,0.047024504,0.008590097,0.061821606,0.157479185,0.162711666,0.05508041,0.033909851,0.020905672,0.058177754,0.048844715,0.063628134,0.064628376,0.027508987,0.049266469,0.055700703,0.140910475,0.157479185,0.141806635,0.157479185,0.017386178,0.04122384,0.007601713,0.075988229,0.077970525,0.143848723,0.157479185,0.157479185,0.200437554,0.0,0.200437554,0.200437554,0.18157461,0.142924027,0.18157461,0.047411689,0.013461556,0.001243802,0.077603902,0.040518277,0.013455468,0.006226901,0.051490041,0.022647084,0.019199661,0.003496757,0.18157461,0.014862946,0.033632359,0.011942977,0.055364583,0.020326937,0.032473679,0.020022172,0.006298032,0.046011153,0.029620324,0.024758329,0.051517773
G73,0.0,0.199308553,0.12645241,0.049491622,0.160321024,0.054305912,0.020126792,0.061450272,0.126047666,0.065035716,0.096394653,0.045808609,0.083850013,0.029451481,0.002584335,0.002584335,0.050066817,0.076482956,0.088590794,0.058793439,0.03067524,0.013517971,0.113200185,0.217302507,0.205848937,0.154988087,0.059868314,0.032625831,0.049804863,0.206614703,0.039974791,0.064084698,0.001285201,0.014316136,0.023453127,0.068895964,0.100282852,0.186473957,0.061870699,0.034487085,0.026871441,0.002094968,0.033789886,0.018469547,0.0971844,0.024087337,0.108464767,0.200889886,0.186550507,0.099273337,0.058223549,0.072845466,0.108958033,0.107814634,0.094888269,0.093506067,0.06838694,0.091376232,0.090849741,0.186457278,0.204599059,0.165835723,0.161185639,0.062175397,0.066205358,0.036038119,0.12765675,0.082304511,0.178356822,0.176586573,0.16358655,0.19169758,0.200437554,0.0,0.201802172,0.193772165,0.146494301,0.205670035,0.061856248,0.034979095,0.003897708,0.141808866,0.067870223,0.041385237,0.058615964,0.060573543,0.045569176,0.028488466,0.046341482,0.206544918,0.070007315,0.053302194,0.056499594,0.054047218,0.085887174,0.097452356,0.049639863,0.027402191,0.088145857,0.034050954,0.090561372,0.122324177
G74,0.0,0.263422958,0.195494132,0.050896984,0.187322497,0.051888735,0.030226533,0.066117631,0.175134456,0.028839625,0.104514718,0.035215245,0.060308873,0.015815856,0.007808947,0.017010018,0.076371624,0.033078384,0.10250795,0.036345216,0.004540794,0.009360736,0.092224158,0.212109511,0.231687451,0.17054577,0.059163508,0.062567414,0.068752074,0.229197464,0.063463058,0.086190157,0.01323068,0.057889703,0.078256637,0.123739331,0.092002586,0.170151193,0.017870509,0.047040649,0.071576698,0.009450552,0.043920787,0.085042451,0.112431992,0.082254899,0.091772208,0.173745271,0.201423425,0.099120288,0.099723807,0.057913157,0.079912342,0.078373179,0.159075394,0.170838817,0.070479657,0.093183756,0.110346776,0.229987568,0.206337564,0.174525765,0.196820566,0.0273311,0.130259178,0.11932472,0.123788708,0.107156531,0.207185101,0.216161684,0.166181699,0.201696717,0.200437554,0.201802172,0.0,0.216479161,0.154856551,0.205670035,0.097390758,0.032921274,0.020836573,0.142454726,0.079268796,0.053798504,0.047284612,0.087043306,0.056051122,0.061447883,0.050117779,0.209140067,0.036858194,0.122610433,0.033073938,0.068971933,0.119344898,0.112336375,0.057735326,0.041170016,0.104569205,0.066241319,0.056909636,0.101438114
G75,0.0,0.165991104,0.162910754,0.081172327,0.177009751,0.074935013,0.022861679,0.053133691,0.169571497,0.023459008,0.161464827,0.023379007,0.075185574,0.045529644,0.021377731,0.02264939,0.088657765,0.060826315,0.120859931,0.061617536,0.110187273,0.011097083,0.088422325,0.20684,0.355506705,0.221432932,0.071215003,0.089829116,0.137811279,0.226238621,0.076970236,0.22094417,0.010592291,0.061579775,0.0303576,0.056133394,0.06747616,0.162164573,0.056323793,0.049614543,0.045608089,0.027536268,0.117123104,0.052853366,0.202075689,0.058749912,0.047615658,0.192901953,0.150091373,0.096271188,0.165783303,0.146111395,0.087177828,0.041415271,0.174574872,0.154766026,0.150425065,0.112533504,0.096195136,0.288036021,0.303981459,0.258299343,0.283811421,0.1313989,0.215921044,0.061348254,0.130000325,0.194710806,0.206678005,0.284319728,0.174459459,0.210341892,0.18157461,0.193772165,0.216479161,0.0,0.163816708,0.186807091,0.173626279,0.18794027,0.112248762,0.16603378,0.055323707,0.110426847,0.053690052,0.124207207,0.071219869,0.036264784,0.057209008,0.20377766,0.059218193,0.080029851,0.054036773,0.101649585,0.167383479,0.118195816,0.064426129,0.090122762,0.112613804,0.105820283,0.020483149,0.137841546
G76,0.0,0.167946287,0.132615066,0.022189545,0.190054052,0.034397429,-0.000738196,0.187184242,0.184994615,0.046431844,0.052848752,0.07358078,0.057957179,0.056513672,0.031508929,0.019422946,0.025727107,0.024185205,0.063920505,0.042630325,0.050288705,0.023605756,0.080364031,0.205220432,0.182719046,0.164378872,0.094092551,0.012188848,0.146805059,0.16196572,-0.02356596,0.033919912,0.010028725,0.046664343,0.004549943,0.010395468,0.018656532,0.13225165,0.036267909,0.026781742,0.01833579,0.026576159,0.032902272,0.034248448,0.056308955,-0.004334994,0.077344947,0.142393827,0.111267516,0.051568406,0.137903059,0.055287079,0.068527781,0.09847418,0.17677557,0.093904991,0.099263306,0.062290976,0.072760962,0.189891038,0.151435431,0.120760428,0.157398968,-0.005014994,0.095543044,-0.00236201,0.206535002,0.105070624,0.207328653,0.151269591,0.13367949,0.188115316,0.142924027,0.146494301,0.154856551,0.163816708,0.0,0.142924027,0.046627154,0.02767703,0.029526429,0.092798077,0.065842701,0.068635001,0.048679532,0.030314128,0.019322578,0.02377856,0.020612802,0.152542434,0.053254692,0.032928387,0.015916669,0.070098068,0.08584048,0.063690007,0.019817637,0.064187349,0.078297077,0.028955104,0.02919884,0.106169395
G77,0.0,0.200437554,0.140367236,0.032856283,0.142924027,0.05471763,0.025040333,0.035669142,0.145640883,0.043740366,0.092284226,0.04186133,0.020199237,0.001667149,0.000824888,0.000824888,0.049606778,0.024894878,0.085581174,0.013049487,0.002095026,0.004305894,0.073313656,0.205670035,0.18157461,0.154081204,0.019136089,0.040912507,0.051490041,0.205670035,0.030528931,0.057003161,0.000410318,0.030475658,0.034345853,0.034169811,0.07737058,0.172944148,0.018621724,0.020986132,0.030754366,0.00616703,0.019285452,0.048905824,0.071119929,0.032685522,0.067054087,0.162711666,0.186807091,0.079175835,0.058005276,0.045001097,0.063410235,0.054077197,0.08772356,0.088723801,0.051604412,0.073361894,0.079796128,0.1650059,0.18157461,0.16590206,0.18157461,0.02261866,0.065319265,0.031697138,0.08122071,0.077970525,0.167944148,0.162711666,0.18157461,0.18157461,0.18157461,0.205670035,0.205670035,0.186807091,0.142924027,0.0,0.052644171,0.013461556,0.001243802,0.082836383,0.045750759,0.037550893,0.030322326,0.032627098,0.046742509,0.043295086,0.046455126,0.224532979,0.020095427,0.03886484,0.017175458,0.03650164,0.044422362,0.056569105,0.044117597,0.030393457,0.051243635,0.034852805,0.02999081,0.075613198
G78,0.0,0.0898747,0.068516295,0.029736155,0.063656801,0.031327058,0.004486353,0.025909762,0.085809212,0.010077748,0.092398304,0.032244266,0.072109571,0.005225636,0.002584335,0.002584335,0.016936515,0.033455301,0.024761284,0.054607195,0.141711048,0.002045858,0.01759221,0.064925173,0.191083322,0.099567435,0.068172181,0.062236722,0.113617737,0.074575537,0.038912335,0.147084497,0.001285201,0.02350347,0.023978797,0.06444115,0.051492818,0.07103708,0.012063209,0.038376559,0.021039883,0.003528439,0.030779913,0.082407441,0.139994736,0.075470447,0.043832063,0.067810955,0.102188598,0.072829806,0.133289541,0.063857657,0.042195363,0.086198169,0.051424289,0.086201666,0.037100668,0.055716554,0.054099439,0.271118883,0.184187907,0.235869161,0.164792089,0.155355043,0.174073239,0.070030417,0.075437225,0.06646526,0.079747103,0.057441755,0.029654856,0.0822637,0.047411689,0.061856248,0.097390758,0.173626279,0.046627154,0.052644171,0.0,0.158410401,0.163837593,0.041365619,-0.002963552,0.062282752,0.036799793,0.052264868,0.090929174,-0.003803172,0.07989397,0.053750281,0.04817926,0.027999404,0.060697038,0.052280637,0.174114665,0.112667946,0.057003622,0.03669736,0.043493959,0.036614979,0.053472514,0.134483774
G79,0.0,0.034841179,0.060943956,0.043211121,0.054148787,0.035467027,0.014772638,0.059874364,0.101017184,0.058555947,0.091272286,0.068441261,0.094752893,0.067514122,0.006649121,0.006649121,0.025071081,0.091667706,0.071822801,0.069501715,0.138981834,0.039796476,0.020714894,0.021587373,0.158931454,0.080683039,0.039153646,0.053048419,0.119968695,0.032392827,0.03631912,0.10514054,0.003304641,0.025611818,0.008675711,0.033794303,0.099650402,0.032816478,0.044352661,0.052545151,0.020352579,0.025008382,0.087067525,0.065423116,0.172021952,0.109471901,0.022427783,0.027944005,0.057677266,0.08168439,0.102245106,0.04662617,0.0165598,0.080043978,0.087489668,0.082134348,0.018887757,0.022183813,0.065451103,0.138174269,0.128004686,0.173524874,0.15212556,0.176830672,0.139120517,0.072376515,0.068074379,0.083951411,0.098144196,0.059291164,0.016931588,0.013610525,0.013461556,0.034979095,0.032921274,0.18794027,0.02767703,0.013461556,0.158410401,0.0,0.139742168,0.081533133,-0.003860423,0.053449732,0.084672153,0.090952725,0.086425373,0.058417386,0.083341804,0.035542802,0.009331461,0.041939851,0.035400232,0.0423642,0.139705575,0.093188975,0.055825991,0.127883656,0.018403169,0.036502342,0.042022796,0.117254523
G80,0.0,0.031809813,0.053331537,0.027938357,0.03271376,0.045599686,0.023593355,0.04480951,0.05335111,0.005318241,0.088067679,0.022905449,0.028776038,0.001243802,0.000615455,0.000615455,0.040530093,0.030072314,0.025221645,0.055522294,0.139742168,0.003211897,0.031481214,0.022649244,0.163837593,0.047209034,0.033273992,0.046542093,0.090045397,0.02310278,0.030434393,0.120879225,0.000306149,0.022734954,0.00568414,0.045514292,0.028713057,0.029113025,0.006809404,0.020741502,0.025936269,0.004599567,0.038620987,0.080807679,0.111110204,0.081176309,0.03179871,0.045658646,0.032261523,0.021258407,0.132585454,0.054411768,0.034293564,0.062922321,0.050726312,0.02741873,0.03939022,0.031529452,0.034228239,0.182700537,0.139742168,0.163837593,0.131803921,0.139742168,0.132585454,0.023841544,0.020645949,0.049710944,0.05683615,0.028188383,0.001562981,0.011339178,0.001243802,0.003897708,0.020836573,0.112248762,0.029526429,0.001243802,0.163837593,0.139742168,0.0,0.031290187,0.02034687,0.029582896,0.046397406,0.026705921,0.062344887,0.02299414,0.025936269,0.001562981,0.037123119,0.039439064,0.04351679,0.042870894,0.140961033,0.080138896,0.02961949,0.023841544,0.028070406,0.044263477,0.028315996,0.071289054
G81,0.0,0.169224019,0.120237231,0.062675428,0.146136299,0.02554022,0.007044133,0.088317327,0.120648485,0.088302122,0.065000412,0.094462645,0.113249899,0.073982471,0.018633016,0.018633016,0.071648955,0.120482302,0.110235734,0.127369354,0.053142826,0.025976803,0.160060323,0.122176808,0.169585775,0.135685854,0.068026369,0.064096023,0.080948506,0.126018895,0.078570349,0.168813763,0.009238795,0.064153946,0.065159683,0.107227639,0.076249474,0.098267727,0.124889865,0.058876953,0.040043569,0.008751812,0.085781604,0.049489877,0.130910435,0.048893205,0.081151205,0.108355997,0.117641143,0.178399901,0.157990304,0.066780944,0.101381321,0.087142244,0.169201937,0.16071248,0.092028162,0.159082066,0.146469226,0.136620392,0.147725341,0.065573508,0.153206222,0.049389241,0.196769712,0.092264347,0.119395771,0.144351951,0.128201382,0.13719396,0.073197845,0.095180057,0.077603902,0.141808866,0.142454726,0.16603378,0.092798077,0.082836383,0.041365619,0.081533133,0.031290187,0.0,0.139758816,0.066697806,0.049680506,0.089596445,0.07319206,0.074392829,0.113702463,0.095656746,0.070930999,0.026379064,0.075339441,0.092264628,0.060242811,0.114204133,0.110974761,0.072699757,0.114119162,0.116818796,0.086615915,0.103937715
G82,0.0,0.063214465,0.052045335,0.079516615,0.062261089,0.012094168,0.020085572,0.037307769,0.069672745,0.012575987,0.053620576,0.01055939,0.032598196,0.024690697,0.016058686,0.008725209,0.024843013,0.003600193,0.071968945,0.024595051,0.012343065,0.006250228,0.087406622,0.053528887,0.058642963,0.073639096,0.038714049,0.050425613,0.045481641,0.099275097,0.003809638,0.045656289,0.011824715,0.023998481,0.028721268,0.001012638,0.001886781,0.091310317,0.041058521,0.026348991,0.011751386,0.011077793,0.038313827,0.050531756,0.021530324,0.027694431,0.054101871,0.045773602,0.042734846,0.083651901,0.071533514,0.055806033,0.075846004,0.040546479,0.127108966,0.057298513,0.042669731,0.098056002,0.053981641,0.074193501,0.043341608,0.03706311,0.015655035,0.028760155,0.054048397,0.032415486,0.071884321,0.03727694,0.027411903,0.096365952,0.006873311,0.045966784,0.040518277,0.067870223,0.079268796,0.055323707,0.065842701,0.045750759,-0.002963552,-0.003860423,0.02034687,0.139758816,0.0,0.036183409,0.009999111,0.013118569,0.125836808,0.008410024,0.003608177,0.04983168,0.015130946,0.043863576,0.050886056,0.050837413,0.070428302,0.04894368,0.032326819,0.021081327,0.064895011,0.020948653,0.062890265,0.033415971
G83,0.0,0.070305654,0.082323643,0.069409961,0.05519063,0.063371957,0.027714756,0.059323586,0.083776547,0.095027559,0.050559814,0.084234665,0.164550803,0.096663714,0.02834677,0.02834677,0.033685102,0.049979296,0.128396946,0.127181805,0.080204824,0.08568581,0.07138158,0.080491886,0.120501548,0.153682268,0.07988277,0.090931528,0.09355463,0.023905054,0.063487209,0.06025913,0.014432285,0.054766584,0.033742741,0.044754332,0.049653693,0.038170438,0.06873736,0.068995903,0.079605207,0.017265286,0.120212706,0.082308899,0.092095865,0.032076361,0.084409422,0.035196806,0.041683063,0.108808172,0.123453993,0.036278266,0.070262029,0.098368011,0.087434173,0.076921023,0.089906047,0.089149446,0.125187879,0.128263424,0.081690603,0.079091213,0.080047563,0.047485759,0.066921779,0.054587912,0.103369086,0.056087737,0.090881441,0.109096795,0.021551874,0.015522449,0.013455468,0.041385237,0.053798504,0.110426847,0.068635001,0.037550893,0.062282752,0.053449732,0.029582896,0.066697806,0.036183409,0.0,0.051825084,0.08536937,0.077066347,0.096246734,0.100534018,0.074046684,0.042198278,0.031473902,0.062069073,0.047362902,0.094758127,0.066926014,0.136641736,0.12423003,0.094297807,0.07164681,0.079088567,0.058203556
G84,0.0,0.058260087,0.116612353,0.04481598,0.070514833,0.086978465,0.003840244,0.088927943,0.097884488,0.08005364,0.056434898,0.075246636,0.104587008,0.083716657,0.015829904,0.015829904,0.053076783,0.086997221,0.106014501,0.044242036,0.038010383,0.011300545,0.129754799,0.052741718,0.076574632,0.152325558,0.047837914,0.051148955,0.112483263,0.048320046,0.048023759,0.120103756,0.028967862,0.066127551,0.047673152,0.050600218,0.074775971,0.028416129,0.083977315,0.058881611,0.145029813,0.037548386,0.130979825,0.049034616,0.094587803,0.072941945,0.079720875,0.033807591,0.101196207,0.050009241,0.078587403,0.035485296,0.05316359,0.07784484,0.100023051,0.074988911,0.09255462,0.056690436,0.110723242,0.117861638,0.113140051,0.067568592,0.117517917,0.078932518,0.074889423,0.066420327,0.09129426,0.102527002,0.059160529,0.048670379,-0.004057591,0.055981335,0.006226901,0.058615964,0.047284612,0.053690052,0.048679532,0.030322326,0.036799793,0.084672153,0.046397406,0.049680506,0.009999111,0.051825084,0.0,0.078180842,0.116750729,0.063772088,0.052210181,0.037736621,0.044784149,0.033574761,0.077064178,0.059296198,0.08929656,0.092929652,0.06841213,0.052688742,0.081960441,0.075797153,0.038045829,0.086188332
G85,0.0,0.063717623,0.057222385,0.065290534,0.089668595,0.05297645,0.007341557,0.038762493,0.085412235,0.129812135,0.029650079,0.090198926,0.124241777,0.119781476,0.018164134,0.018164134,0.042460778,0.144004957,0.04852079,0.064872204,0.077116814,0.024572096,0.091353906,0.081603444,0.110105298,0.164428419,0.014118519,0.064838719,0.077129673,0.10633762,0.046241087,0.077470013,0.009758421,0.030127572,0.044804748,0.063016745,0.04199424,0.038263961,0.167292421,0.165275736,0.063866419,0.003522901,0.049547598,0.089594069,0.08460313,0.048776767,0.033412798,0.051374065,0.120489063,0.089085296,0.074584026,0.060515448,0.033105731,0.058265394,0.100497486,0.056634212,0.125867571,0.074367084,0.156048688,0.106715825,0.078592611,0.080011299,0.077531627,0.036169559,0.079698234,0.091285893,0.089528979,0.074747365,0.114705714,0.113084679,0.036223093,0.074287144,0.051490041,0.060573543,0.087043306,0.124207207,0.030314128,0.032627098,0.052264868,0.090952725,0.026705921,0.089596445,0.013118569,0.08536937,0.078180842,0.0,0.096805314,0.164372811,0.16164751,0.041975201,0.047619372,0.039663065,0.053580247,0.08058713,0.145684596,0.061920294,0.037259119,0.028870095,0.023730043,0.036758471,0.016405165,0.050155693
G86,0.0,0.114765151,0.125009115,0.102654697,0.095514104,0.079290339,0.013088979,0.046990904,0.097907991,0.135625852,0.007373326,0.091203504,0.113183185,0.082135096,0.053227107,0.022590595,0.06664426,0.116841595,0.044454184,0.050105579,0.053665368,0.032369427,0.159862779,0.078501349,0.133824676,0.160425369,0.115515574,0.101978941,0.106108525,0.116655872,0.100779096,0.067140854,0.012158111,0.094095769,0.079370615,0.019589331,0.032215013,0.077107678,0.105995916,0.07302465,0.074133908,0.049530106,0.097455956,0.11456559,0.097777646,0.045834056,0.063777167,0.072016699,0.110341272,0.165204399,0.232704076,0.037805889,0.068942883,0.124013605,0.187300664,0.101253181,0.09509318,0.085826544,0.113594598,0.134310369,0.10923312,0.084745368,0.10946536,0.110108197,0.048210892,0.092520824,0.104186399,0.174899018,0.176886697,0.118150655,0.034061481,0.073571713,0.022647084,0.045569176,0.056051122,0.071219869,0.019322578,0.046742509,0.090929174,0.086425373,0.062344887,0.07319206,0.125836808,0.077066347,0.116750729,0.096805314,0.0,0.168431575,0.12368386,0.059192416,0.111693536,0.098576232,0.131484095,0.049565243,0.126772818,0.079095204,0.107635389,0.076607359,0.156451042,0.086813555,0.088626001,0.201333141
G87,0.0,0.107608221,0.07858473,0.08636364,0.121394616,0.075608961,0.018299983,0.040618545,0.091657123,0.115111409,0.041982069,0.116915815,0.177058694,0.113325109,0.066211911,0.017713383,0.089488432,0.114739232,0.057362706,0.054403663,0.045980097,0.062811206,0.069204499,0.041139233,0.05225646,0.128197034,0.0565145,0.053755799,0.019428277,0.039451568,0.000395419,0.045226164,0.005311389,0.035525881,0.034857994,0.037033348,0.034306895,0.02844225,0.113768428,0.128617456,0.076210848,0.054694872,0.07024058,0.034913054,0.013346739,0.014960726,0.095138384,0.049484365,0.027641796,0.058825306,0.06646861,0.064214216,0.058180688,0.077333413,0.057343739,0.102625458,0.08629262,0.087220481,0.1040187,0.048719759,0.065413744,0.039605618,0.073499643,0.051567797,0.043192917,0.075314367,0.090461747,0.115202436,0.106764996,0.063371914,0.048368579,0.04232168,0.019199661,0.028488466,0.061447883,0.036264784,0.02377856,0.043295086,-0.003803172,0.058417386,0.02299414,0.074392829,0.008410024,0.096246734,0.063772088,0.164372811,0.168431575,0.0,0.118195572,0.056500159,0.017587501,0.05191903,0.020388649,0.052014841,0.059101406,0.05848671,0.09206509,0.073390837,0.033524559,0.021258888,-0.002162363,0.061398566
