source,target,weight
G2351,G3694,0.751
G2351,G3900,0.675
G2351,G3923,0.672
G2351,G4060,0.709
G2352,G3711,0.667
G2352,G3821,0.683
G2353,G2373,0.718
G2357,G2485,0.816
G2357,G2798,0.69
G2357,G2904,0.731
G2357,G2923,0.724
G2357,G2955,0.731
G2357,G3040,0.877
G2357,G3309,0.728
G2357,G3436,0.808
G2357,G3631,0.698
G2357,G3657,0.768
G2357,G3804,0.863
G2357,G3830,0.703
G2357,G3860,0.708
G2357,G3889,0.686
G2357,G3981,0.688
G2357,G4112,0.822
G2357,G4165,0.69
G2357,G4190,0.713
G2357,G4200,0.745
G2357,G4272,0.672
G2358,G2359,0.707
G2358,G2607,0.742
G2358,G2866,0.668
G2358,G3037,0.702
G2358,G3346,0.689
G2358,G3366,0.684
G2358,G3377,0.683
G2358,G3765,0.695
G2358,G4201,0.678
G2358,G4340,0.667
G2358,G4416,0.717
G2358,G4489,0.704
G2359,G2482,0.779
G2359,G2557,0.72
G2359,G2607,0.786
G2359,G2611,0.693
G2359,G2673,0.671
G2359,G2689,0.673
G2359,G2704,0.757
G2359,G2709,0.688
G2359,G2752,0.724
G2359,G2866,0.73
G2359,G2956,0.687
G2359,G2996,0.78
G2359,G3014,0.743
G2359,G3037,0.699
G2359,G3075,0.755
G2359,G3150,0.699
G2359,G3162,0.671
G2359,G3165,0.711
G2359,G3254,0.747
G2359,G3291,0.684
G2359,G3346,0.704
G2359,G3366,0.798
G2359,G3376,0.707
G2359,G3377,0.74
G2359,G3482,0.775
G2359,G3507,0.734
G2359,G3603,0.78
G2359,G3659,0.707
G2359,G3754,0.79
G2359,G3765,0.798
G2359,G3824,0.676
G2359,G3867,0.683
G2359,G4201,0.832
G2359,G4215,0.736
G2359,G4224,0.68
G2359,G4269,0.744
G2359,G4271,0.718
G2359,G4313,0.751
G2359,G4340,0.735
G2359,G4381,0.694
G2359,G4402,0.717
G2359,G4416,0.745
G2359,G4440,0.684
G2359,G4489,0.8
G2359,G4496,0.695
G2360,G2401,0.715
G2360,G2452,0.708
G2360,G2485,0.749
G2360,G2579,0.698
G2360,G2591,0.685
G2360,G2798,0.713
G2360,G2828,0.887
G2360,G2844,0.798
G2360,G2904,0.684
G2360,G2955,0.718
G2360,G3040,0.722
G2360,G3193,0.724
G2360,G3215,0.679
G2360,G3247,0.685
G2360,G3300,0.668
G2360,G3309,0.723
G2360,G3436,0.696
G2360,G3517,0.738
G2360,G3558,0.672
G2360,G3657,0.672
G2360,G3670,0.669
G2360,G3715,0.71
G2360,G3804,0.698
G2360,G3830,0.721
G2360,G3860,0.717
G2360,G3889,0.741
G2360,G3981,0.698
G2360,G4007,0.678
G2360,G4160,0.667
G2360,G4165,0.733
G2360,G4190,0.713
G2360,G4272,0.731
G2360,G4322,0.83
G2360,G4388,0.667
G2360,G4473,0.75
G2360,G4486,0.697
G2361,G2389,0.67
G2361,G3190,0.667
G2361,G3211,0.674
G2361,G3763,0.682
G2361,G4137,0.685
G2361,G4399,0.691
G2364,G2383,0.722
G2364,G2390,0.728
G2364,G2401,0.684
G2364,G2402,0.7
G2364,G2436,0.685
G2364,G2452,0.753
G2364,G2472,0.744
G2364,G2509,0.713
G2364,G2563,0.724
G2364,G2591,0.734
G2364,G2643,0.703
G2364,G2648,0.689
G2364,G2683,0.676
G2364,G2771,0.673
G2364,G2798,0.668
G2364,G2811,0.738
G2364,G2890,0.68
G2364,G2902,0.71
G2364,G2982,0.7
G2364,G3023,0.731
G2364,G3136,0.682
G2364,G3152,0.775
G2364,G3215,0.691
G2364,G3219,0.686
G2364,G3300,0.685
G2364,G3322,0.669
G2364,G3335,0.711
G2364,G3424,0.703
G2364,G3517,0.761
G2364,G3535,0.683
G2364,G3558,0.693
G2364,G3565,0.729
G2364,G3571,0.735
G2364,G3594,0.686
G2364,G3618,0.865
G2364,G3663,0.708
G2364,G3670,0.68
G2364,G3715,0.678
G2364,G3734,0.726
G2364,G3762,0.681
G2364,G3818,0.718
G2364,G3837,0.774
G2364,G3869,0.722
G2364,G3889,0.668
G2364,G3901,0.696
G2364,G3975,0.728
G2364,G4026,0.698
G2364,G4033,0.702
G2364,G4103,0.733
G2364,G4160,0.688
G2364,G4176,0.691
G2364,G4183,0.759
G2364,G4189,0.667
G2364,G4219,0.693
G2364,G4223,0.72
G2364,G4234,0.705
G2364,G4254,0.69
G2364,G4314,0.672
G2364,G4406,0.67
G2364,G4421,0.7
G2364,G4467,0.692
G2364,G4473,0.673
G2364,G4475,0.685
G2364,G4480,0.736
G2364,G4485,0.696
G2364,G4486,0.716
G2366,G2379,0.767
G2366,G2583,0.903
G2366,G3133,0.928
G2366,G3888,0.779
G2368,G4009,0.749
G2369,G2986,0.705
G2369,G3136,0.68
G2370,G3394,0.747
G2373,G3117,0.793
G2373,G3441,0.699
G2373,G4158,0.682
G2375,G2451,0.667
G2375,G3406,0.698
G2375,G3562,0.706
G2375,G3810,0.86
G2375,G4020,0.741
G2375,G4303,0.88
G2377,G3174,0.766
G2378,G4042,0.674
G2379,G3060,0.762
G2379,G3133,0.703
G2379,G3737,0.767
G2379,G3888,0.787
G2379,G4139,0.723
G2380,G2854,0.692
G2380,G2901,0.669
G2380,G2932,0.677
G2380,G3187,0.669
G2380,G3523,0.671
G2380,G3595,0.675
G2380,G3711,0.709
G2380,G4216,0.702
G2380,G4370,0.692
G2380,G4482,0.748
G2381,G2469,0.673
G2383,G2390,0.685
G2383,G2452,0.687
G2383,G2472,0.688
G2383,G2973,0.68
G2383,G3023,0.779
G2383,G3152,0.675
G2383,G3335,0.667
G2383,G3548,0.679
G2383,G3571,0.691
G2383,G3618,0.714
G2383,G3734,0.726
G2383,G3762,0.731
G2383,G3837,0.757
G2383,G4103,0.699
G2383,G4223,0.701
G2383,G4234,0.667
G2383,G4324,0.738
G2385,G3876,0.68
G2386,G2452,0.673
G2386,G2509,0.697
G2386,G3136,0.695
G2386,G3975,0.684
G2386,G4486,0.689
G2387,G2546,0.842
G2387,G2604,0.858
G2387,G2983,0.816
G2387,G4074,0.884
G2387,G4170,0.76
G2387,G4186,0.796
G2387,G4367,0.82
G2389,G2405,0.8
G2389,G2415,0.682
G2389,G2419,0.834
G2389,G2425,0.725
G2389,G2428,0.765
G2389,G2454,0.674
G2389,G2529,0.708
G2389,G2556,0.679
G2389,G2593,0.775
G2389,G2600,0.741
G2389,G2635,0.709
G2389,G2640,0.681
G2389,G2742,0.798
G2389,G2796,0.67
G2389,G2815,0.767
G2389,G2827,0.821
G2389,G2867,0.701
G2389,G2888,0.722
G2389,G2892,0.683
G2389,G2925,0.704
G2389,G2932,0.746
G2389,G2940,0.706
G2389,G2998,0.709
G2389,G3016,0.721
G2389,G3041,0.669
G2389,G3049,0.758
G2389,G3067,0.798
G2389,G3100,0.733
G2389,G3103,0.698
G2389,G3107,0.782
G2389,G3182,0.673
G2389,G3190,0.775
G2389,G3211,0.821
G2389,G3264,0.668
G2389,G3276,0.681
G2389,G3388,0.71
G2389,G3389,0.777
G2389,G3395,0.688
G2389,G3410,0.683
G2389,G3465,0.779
G2389,G3473,0.768
G2389,G3500,0.8
G2389,G3536,0.682
G2389,G3544,0.789
G2389,G3545,0.881
G2389,G3609,0.678
G2389,G3669,0.8
G2389,G3705,0.726
G2389,G3722,0.849
G2389,G3763,0.788
G2389,G3782,0.781
G2389,G3784,0.744
G2389,G3855,0.681
G2389,G3907,0.819
G2389,G3934,0.725
G2389,G3969,0.782
G2389,G3993,0.679
G2389,G4023,0.685
G2389,G4031,0.782
G2389,G4038,0.693
G2389,G4051,0.714
G2389,G4108,0.718
G2389,G4111,0.758
G2389,G4137,0.759
G2389,G4179,0.726
G2389,G4210,0.751
G2389,G4319,0.815
G2389,G4321,0.734
G2389,G4353,0.667
G2389,G4359,0.686
G2389,G4371,0.677
G2389,G4392,0.728
G2389,G4399,0.821
G2389,G4433,0.686
G2389,G4468,0.693
G2390,G2401,0.759
G2390,G2402,0.695
G2390,G2416,0.713
G2390,G2434,0.711
G2390,G2452,0.823
G2390,G2476,0.728
G2390,G2509,0.807
G2390,G2579,0.819
G2390,G2591,0.693
G2390,G2643,0.684
G2390,G2648,0.74
G2390,G2653,0.706
G2390,G2683,0.699
G2390,G2771,0.751
G2390,G2798,0.694
G2390,G2811,0.78
G2390,G2844,0.714
G2390,G2853,0.7
G2390,G2890,0.675
G2390,G2902,0.741
G2390,G2955,0.688
G2390,G2982,0.71
G2390,G2993,0.7
G2390,G3020,0.696
G2390,G3023,0.725
G2390,G3079,0.673
G2390,G3111,0.668
G2390,G3136,0.697
G2390,G3152,0.795
G2390,G3193,0.684
G2390,G3219,0.709
G2390,G3247,0.732
G2390,G3300,0.757
G2390,G3309,0.699
G2390,G3342,0.695
G2390,G3424,0.701
G2390,G3456,0.697
G2390,G3517,0.736
G2390,G3535,0.707
G2390,G3543,0.781
G2390,G3558,0.746
G2390,G3565,0.721
G2390,G3569,0.713
G2390,G3571,0.699
G2390,G3594,0.751
G2390,G3663,0.73
G2390,G3670,0.74
G2390,G3715,0.773
G2390,G3720,0.739
G2390,G3762,0.812
G2390,G3791,0.745
G2390,G3818,0.72
G2390,G3830,0.677
G2390,G3837,0.728
G2390,G3869,0.718
G2390,G3889,0.707
G2390,G3901,0.757
G2390,G3911,0.733
G2390,G3945,0.684
G2390,G3975,0.673
G2390,G4011,0.833
G2390,G4026,0.678
G2390,G4033,0.675
G2390,G4103,0.729
G2390,G4160,0.792
G2390,G4165,0.677
G2390,G4176,0.722
G2390,G4183,0.776
G2390,G4189,0.761
G2390,G4219,0.699
G2390,G4223,0.706
G2390,G4234,0.719
G2390,G4254,0.756
G2390,G4265,0.696
G2390,G4272,0.683
G2390,G4295,0.691
G2390,G4314,0.727
G2390,G4388,0.742
G2390,G4406,0.692
G2390,G4421,0.77
G2390,G4473,0.671
G2390,G4475,0.755
G2390,G4480,0.667
G2390,G4486,0.744
G2392,G3371,0.759
G2392,G3825,0.889
G2392,G4329,0.754
G2393,G2784,0.796
G2393,G3108,0.924
G2393,G3184,0.786
G2393,G3483,0.735
G2393,G3568,0.798
G2393,G3840,0.77
G2394,G2482,0.735
G2394,G2554,0.721
G2394,G2599,0.669
G2394,G2622,0.816
G2394,G2673,0.703
G2394,G2689,0.692
G2394,G2704,0.669
G2394,G2752,0.817
G2394,G2783,0.685
G2394,G2792,0.688
G2394,G2866,0.73
G2394,G2971,0.845
G2394,G2996,0.792
G2394,G3054,0.713
G2394,G3075,0.7
G2394,G3110,0.739
G2394,G3150,0.798
G2394,G3165,0.73
G2394,G3167,0.683
G2394,G3200,0.681
G2394,G3246,0.686
G2394,G3254,0.794
G2394,G3274,0.672
G2394,G3312,0.675
G2394,G3318,0.792
G2394,G3329,0.729
G2394,G3346,0.775
G2394,G3377,0.716
G2394,G3431,0.745
G2394,G3475,0.893
G2394,G3482,0.68
G2394,G3507,0.769
G2394,G3553,0.68
G2394,G3659,0.686
G2394,G3723,0.68
G2394,G3754,0.785
G2394,G3765,0.673
G2394,G3824,0.746
G2394,G3856,0.718
G2394,G3906,0.719
G2394,G3954,0.875
G2394,G4039,0.728
G2394,G4201,0.713
G2394,G4224,0.791
G2394,G4269,0.678
G2394,G4340,0.766
G2394,G4378,0.769
G2394,G4381,0.746
G2394,G4402,0.683
G2394,G4416,0.752
G2394,G4440,0.944
G2394,G4489,0.754
G2398,G3511,0.74
G2399,G3119,0.682
G2399,G4406,0.682
G2401,G2416,0.812
G2401,G2434,0.719
G2401,G2452,0.807
G2401,G2476,0.722
G2401,G2509,0.76
G2401,G2579,0.741
G2401,G2591,0.771
G2401,G2648,0.715
G2401,G2653,0.716
G2401,G2771,0.823
G2401,G2798,0.717
G2401,G2828,0.737
G2401,G2844,0.748
G2401,G2853,0.668
G2401,G2902,0.773
G2401,G2955,0.693
G2401,G3040,0.674
G2401,G3050,0.676
G2401,G3136,0.686
G2401,G3152,0.7
G2401,G3193,0.762
G2401,G3215,0.725
G2401,G3219,0.747
G2401,G3247,0.784
G2401,G3280,0.671
G2401,G3300,0.715
G2401,G3309,0.722
G2401,G3420,0.693
G2401,G3424,0.684
G2401,G3517,0.783
G2401,G3535,0.738
G2401,G3558,0.774
G2401,G3565,0.694
G2401,G3594,0.726
G2401,G3631,0.714
G2401,G3634,0.694
G2401,G3640,0.691
G2401,G3663,0.733
G2401,G3670,0.773
G2401,G3715,0.768
G2401,G3720,0.764
G2401,G3791,0.675
G2401,G3802,0.77
G2401,G3830,0.694
G2401,G3837,0.669
G2401,G3868,0.717
G2401,G3889,0.713
G2401,G4007,0.788
G2401,G4092,0.703
G2401,G4160,0.708
G2401,G4176,0.672
G2401,G4183,0.773
G2401,G4189,0.7
G2401,G4219,0.671
G2401,G4234,0.69
G2401,G4254,0.8
G2401,G4272,0.74
G2401,G4285,0.678
G2401,G4295,0.672
G2401,G4314,0.686
G2401,G4322,0.729
G2401,G4388,0.688
G2401,G4421,0.779
G2401,G4473,0.801
G2401,G4475,0.681
G2401,G4480,0.682
G2401,G4486,0.744
G2402,G2418,0.757
G2402,G2452,0.769
G2402,G2476,0.75
G2402,G2509,0.675
G2402,G2516,0.758
G2402,G2544,0.667
G2402,G2579,0.723
G2402,G2591,0.733
G2402,G2616,0.681
G2402,G2643,0.743
G2402,G2648,0.697
G2402,G2675,0.711
G2402,G2683,0.71
G2402,G2771,0.745
G2402,G2798,0.764
G2402,G2811,0.717
G2402,G2902,0.755
G2402,G2904,0.703
G2402,G2927,0.728
G2402,G2938,0.683
G2402,G2955,0.745
G2402,G2975,0.677
G2402,G2982,0.867
G2402,G2993,0.772
G2402,G3040,0.701
G2402,G3152,0.734
G2402,G3193,0.683
G2402,G3197,0.667
G2402,G3300,0.716
G2402,G3309,0.768
G2402,G3322,0.684
G2402,G3342,0.692
G2402,G3381,0.667
G2402,G3420,0.708
G2402,G3436,0.671
G2402,G3517,0.708
G2402,G3565,0.966
G2402,G3571,0.681
G2402,G3594,0.706
G2402,G3631,0.741
G2402,G3677,0.744
G2402,G3690,0.715
G2402,G3715,0.76
G2402,G3720,0.763
G2402,G3721,0.696
G2402,G3762,0.736
G2402,G3791,0.685
G2402,G3818,0.754
G2402,G3830,0.756
G2402,G3837,0.696
G2402,G3853,0.681
G2402,G3860,0.678
G2402,G3861,0.741
G2402,G3869,0.95
G2402,G3889,0.813
G2402,G3909,0.738
G2402,G3945,0.667
G2402,G3947,0.733
G2402,G3981,0.745
G2402,G4103,0.718
G2402,G4160,0.74
G2402,G4165,0.759
G2402,G4176,0.97
G2402,G4183,0.731
G2402,G4189,0.794
G2402,G4190,0.685
G2402,G4219,0.735
G2402,G4223,0.784
G2402,G4254,0.696
G2402,G4272,0.683
G2402,G4295,0.679
G2402,G4314,0.787
G2402,G4421,0.755
G2402,G4423,0.738
G2402,G4467,0.804
G2402,G4475,0.764
G2402,G4480,0.688
G2402,G4486,0.689
G2404,G2981,0.865
G2405,G2415,0.769
G2405,G2419,0.737
G2405,G2425,0.794
G2405,G2428,0.86
G2405,G2454,0.725
G2405,G2529,0.675
G2405,G2574,0.671
G2405,G2593,0.878
G2405,G2599,0.692
G2405,G2600,0.769
G2405,G2635,0.768
G2405,G2640,0.757
G2405,G2702,0.802
G2405,G2714,0.693
G2405,G2742,0.721
G2405,G2796,0.682
G2405,G2815,0.818
G2405,G2816,0.772
G2405,G2827,0.875
G2405,G2867,0.683
G2405,G2888,0.716
G2405,G2892,0.769
G2405,G2925,0.868
G2405,G2932,0.789
G2405,G2935,0.68
G2405,G2992,0.783
G2405,G2995,0.74
G2405,G2998,0.799
G2405,G3003,0.676
G2405,G3016,0.803
G2405,G3041,0.724
G2405,G3049,0.757
G2405,G3067,0.744
G2405,G3068,0.775
G2405,G3100,0.788
G2405,G3103,0.801
G2405,G3107,0.897
G2405,G3148,0.67
G2405,G3182,0.78
G2405,G3190,0.815
G2405,G3211,0.866
G2405,G3246,0.734
G2405,G3264,0.775
G2405,G3275,0.669
G2405,G3276,0.695
G2405,G3301,0.745
G2405,G3388,0.803
G2405,G3389,0.788
G2405,G3395,0.792
G2405,G3405,0.689
G2405,G3410,0.819
G2405,G3465,0.84
G2405,G3473,0.875
G2405,G3500,0.797
G2405,G3501,0.75
G2405,G3536,0.738
G2405,G3544,0.835
G2405,G3545,0.831
G2405,G3609,0.8
G2405,G3666,0.686
G2405,G3669,0.848
G2405,G3705,0.751
G2405,G3717,0.762
G2405,G3722,0.773
G2405,G3729,0.754
G2405,G3763,0.848
G2405,G3782,0.753
G2405,G3784,0.714
G2405,G3805,0.693
G2405,G3812,0.713
G2405,G3846,0.691
G2405,G3855,0.675
G2405,G3886,0.749
G2405,G3897,0.718
G2405,G3907,0.76
G2405,G3934,0.83
G2405,G3946,0.73
G2405,G3969,0.859
G2405,G3993,0.792
G2405,G4004,0.77
G2405,G4030,0.743
G2405,G4031,0.918
G2405,G4038,0.797
G2405,G4045,0.678
G2405,G4104,0.729
G2405,G4108,0.812
G2405,G4111,0.782
G2405,G4122,0.673
G2405,G4126,0.709
G2405,G4137,0.754
G2405,G4138,0.681
G2405,G4171,0.713
G2405,G4179,0.757
G2405,G4210,0.735
G2405,G4216,0.671
G2405,G4294,0.73
G2405,G4298,0.688
G2405,G4319,0.91
G2405,G4321,0.858
G2405,G4353,0.773
G2405,G4359,0.801
G2405,G4370,0.735
G2405,G4371,0.761
G2405,G4392,0.723
G2405,G4399,0.762
G2405,G4401,0.683
G2405,G4412,0.726
G2405,G4418,0.778
G2405,G4425,0.667
G2405,G4433,0.778
G2405,G4468,0.759
G2405,G4471,0.688
G2405,G4482,0.73
G2405,G4501,0.711
G2406,G2567,0.743
G2408,G2440,0.693
G2408,G2602,0.671
G2408,G3471,0.675
G2408,G3515,0.873
G2409,G2482,0.708
G2409,G2689,0.761
G2409,G2740,0.725
G2409,G2752,0.706
G2409,G2956,0.766
G2409,G2996,0.719
G2409,G3150,0.674
G2409,G3274,0.686
G2409,G3377,0.744
G2409,G3482,0.724
G2409,G3507,0.708
G2409,G3754,0.707
G2409,G3765,0.731
G2409,G3867,0.695
G2409,G4224,0.681
G2409,G4269,0.676
G2409,G4381,0.739
G2409,G4489,0.712
G2409,G4496,0.709
G2414,G2621,0.682
G2414,G3220,0.712
G2414,G4341,0.685
G2415,G2425,0.845
G2415,G2454,0.737
G2415,G2549,0.673
G2415,G2569,0.68
G2415,G2574,0.769
G2415,G2593,0.778
G2415,G2600,0.685
G2415,G2640,0.71
G2415,G2702,0.696
G2415,G2762,0.682
G2415,G2815,0.703
G2415,G2816,0.69
G2415,G2827,0.74
G2415,G2838,0.667
G2415,G2867,0.744
G2415,G2888,0.733
G2415,G2954,0.718
G2415,G2963,0.688
G2415,G2995,0.836
G2415,G3004,0.681
G2415,G3041,0.821
G2415,G3067,0.682
G2415,G3068,0.81
G2415,G3103,0.802
G2415,G3107,0.72
G2415,G3127,0.754
G2415,G3148,0.775
G2415,G3182,0.762
G2415,G3190,0.682
G2415,G3211,0.722
G2415,G3264,0.791
G2415,G3388,0.791
G2415,G3395,0.736
G2415,G3405,0.794
G2415,G3410,0.688
G2415,G3465,0.725
G2415,G3473,0.687
G2415,G3501,0.736
G2415,G3536,0.814
G2415,G3537,0.741
G2415,G3545,0.717
G2415,G3576,0.719
G2415,G3580,0.732
G2415,G3609,0.729
G2415,G3645,0.668
G2415,G3666,0.835
G2415,G3669,0.76
G2415,G3694,0.688
G2415,G3706,0.813
G2415,G3758,0.674
G2415,G3760,0.678
G2415,G3763,0.771
G2415,G3774,0.691
G2415,G3784,0.712
G2415,G3855,0.759
G2415,G3865,0.731
G2415,G3897,0.823
G2415,G3923,0.832
G2415,G3946,0.823
G2415,G3969,0.814
G2415,G3970,0.679
G2415,G3989,0.796
G2415,G4004,0.904
G2415,G4031,0.827
G2415,G4032,0.717
G2415,G4038,0.729
G2415,G4104,0.722
G2415,G4108,0.775
G2415,G4126,0.715
G2415,G4138,0.728
G2415,G4171,0.791
G2415,G4179,0.677
G2415,G4210,0.754
G2415,G4245,0.705
G2415,G4247,0.777
G2415,G4264,0.695
G2415,G4273,0.711
G2415,G4294,0.811
G2415,G4319,0.761
G2415,G4321,0.784
G2415,G4333,0.849
G2415,G4359,0.723
G2415,G4371,0.716
G2415,G4418,0.755
G2415,G4433,0.749
G2415,G4468,0.852
G2415,G4501,0.669
G2416,G2418,0.68
G2416,G2434,0.679
G2416,G2452,0.775
G2416,G2476,0.754
G2416,G2495,0.704
G2416,G2509,0.748
G2416,G2579,0.716
G2416,G2591,0.796
G2416,G2648,0.672
G2416,G2653,0.753
G2416,G2683,0.681
G2416,G2771,0.762
G2416,G2798,0.687
G2416,G2828,0.738
G2416,G2844,0.678
G2416,G2853,0.77
G2416,G2902,0.789
G2416,G2975,0.716
G2416,G3001,0.708
G2416,G3028,0.678
G2416,G3178,0.703
G2416,G3193,0.74
G2416,G3215,0.667
G2416,G3219,0.696
G2416,G3247,0.798
G2416,G3280,0.687
G2416,G3300,0.733
G2416,G3386,0.683
G2416,G3420,0.766
G2416,G3517,0.765
G2416,G3558,0.742
G2416,G3565,0.673
G2416,G3594,0.773
G2416,G3631,0.725
G2416,G3663,0.673
G2416,G3664,0.695
G2416,G3670,0.793
G2416,G3715,0.707
G2416,G3718,0.759
G2416,G3720,0.733
G2416,G3802,0.931
G2416,G3826,0.705
G2416,G3845,0.678
G2416,G3868,0.715
G2416,G3889,0.696
G2416,G3945,0.667
G2416,G4007,0.811
G2416,G4092,0.687
G2416,G4095,0.702
G2416,G4160,0.703
G2416,G4183,0.694
G2416,G4189,0.723
G2416,G4249,0.736
G2416,G4254,0.749
G2416,G4272,0.689
G2416,G4406,0.691
G2416,G4421,0.739
G2416,G4461,0.672
G2416,G4473,0.815
G2416,G4475,0.702
G2416,G4480,0.667
G2416,G4486,0.699
G2418,G2452,0.777
G2418,G2476,0.735
G2418,G2544,0.713
G2418,G2579,0.765
G2418,G2591,0.768
G2418,G2616,0.752
G2418,G2653,0.786
G2418,G2675,0.81
G2418,G2683,0.741
G2418,G2771,0.818
G2418,G2798,0.743
G2418,G2811,0.669
G2418,G2853,0.687
G2418,G2902,0.824
G2418,G2927,0.796
G2418,G2938,0.685
G2418,G2955,0.688
G2418,G2975,0.763
G2418,G2982,0.72
G2418,G2993,0.786
G2418,G3040,0.707
G2418,G3102,0.673
G2418,G3111,0.708
G2418,G3178,0.728
G2418,G3193,0.757
G2418,G3247,0.72
G2418,G3280,0.736
G2418,G3300,0.805
G2418,G3309,0.668
G2418,G3342,0.688
G2418,G3381,0.692
G2418,G3420,0.815
G2418,G3424,0.716
G2418,G3495,0.721
G2418,G3517,0.669
G2418,G3565,0.812
G2418,G3566,0.726
G2418,G3594,0.678
G2418,G3631,0.692
G2418,G3663,0.677
G2418,G3670,0.709
G2418,G3677,0.739
G2418,G3682,0.693
G2418,G3690,0.735
G2418,G3715,0.802
G2418,G3718,0.704
G2418,G3720,0.777
G2418,G3721,0.749
G2418,G3791,0.692
G2418,G3818,0.73
G2418,G3826,0.72
G2418,G3830,0.685
G2418,G3853,0.699
G2418,G3869,0.719
G2418,G3889,0.784
G2418,G3909,0.823
G2418,G3945,0.709
G2418,G3981,0.683
G2418,G4075,0.71
G2418,G4088,0.732
G2418,G4095,0.758
G2418,G4103,0.724
G2418,G4160,0.798
G2418,G4165,0.726
G2418,G4176,0.746
G2418,G4183,0.679
G2418,G4189,0.705
G2418,G4190,0.73
G2418,G4223,0.677
G2418,G4254,0.685
G2418,G4265,0.742
G2418,G4272,0.725
G2418,G4295,0.735
G2418,G4314,0.762
G2418,G4406,0.73
G2418,G4407,0.676
G2418,G4421,0.77
G2418,G4461,0.685
G2418,G4467,0.716
G2418,G4473,0.676
G2418,G4475,0.821
G2419,G2428,0.718
G2419,G2556,0.673
G2419,G2593,0.78
G2419,G2600,0.675
G2419,G2640,0.729
G2419,G2742,0.872
G2419,G2815,0.774
G2419,G2827,0.765
G2419,G2888,0.721
G2419,G2892,0.678
G2419,G2901,0.701
G2419,G2925,0.697
G2419,G2940,0.694
G2419,G2962,0.67
G2419,G2998,0.691
G2419,G3016,0.679
G2419,G3049,0.677
G2419,G3067,0.719
G2419,G3100,0.731
G2419,G3107,0.697
G2419,G3190,0.717
G2419,G3211,0.773
G2419,G3301,0.674
G2419,G3388,0.729
G2419,G3389,0.82
G2419,G3395,0.695
G2419,G3410,0.681
G2419,G3465,0.791
G2419,G3473,0.701
G2419,G3500,0.747
G2419,G3536,0.677
G2419,G3544,0.773
G2419,G3545,0.792
G2419,G3669,0.764
G2419,G3705,0.686
G2419,G3722,0.859
G2419,G3763,0.694
G2419,G3782,0.874
G2419,G3784,0.676
G2419,G3855,0.733
G2419,G3907,0.768
G2419,G3934,0.724
G2419,G3969,0.777
G2419,G4023,0.683
G2419,G4031,0.713
G2419,G4051,0.669
G2419,G4108,0.733
G2419,G4111,0.71
G2419,G4129,0.672
G2419,G4137,0.758
G2419,G4171,0.681
G2419,G4179,0.784
G2419,G4210,0.694
G2419,G4319,0.735
G2419,G4321,0.672
G2419,G4359,0.696
G2419,G4371,0.699
G2419,G4399,0.801
G2419,G4433,0.675
G2419,G4468,0.669
G2419,G4469,0.667
G2420,G2938,0.671
G2420,G4075,0.723
G2423,G2515,0.754
G2423,G3031,0.808
G2423,G3828,0.795
G2423,G4168,0.908
G2423,G4356,0.821
G2424,G3529,0.833
G2425,G2428,0.683
G2425,G2574,0.724
G2425,G2593,0.773
G2425,G2640,0.668
G2425,G2702,0.694
G2425,G2815,0.686
G2425,G2816,0.717
G2425,G2827,0.762
G2425,G2867,0.678
G2425,G2888,0.699
G2425,G2892,0.693
G2425,G2925,0.677
G2425,G2963,0.669
G2425,G2995,0.788
G2425,G2998,0.672
G2425,G3016,0.669
G2425,G3041,0.774
G2425,G3067,0.701
G2425,G3068,0.745
G2425,G3103,0.789
G2425,G3107,0.715
G2425,G3127,0.711
G2425,G3148,0.711
G2425,G3182,0.748
G2425,G3190,0.703
G2425,G3211,0.764
G2425,G3264,0.753
G2425,G3301,0.698
G2425,G3388,0.767
G2425,G3395,0.719
G2425,G3405,0.732
G2425,G3410,0.731
G2425,G3465,0.709
G2425,G3473,0.698
G2425,G3501,0.709
G2425,G3536,0.744
G2425,G3537,0.679
G2425,G3544,0.688
G2425,G3545,0.72
G2425,G3580,0.706
G2425,G3609,0.706
G2425,G3666,0.77
G2425,G3669,0.771
G2425,G3706,0.768
G2425,G3729,0.681
G2425,G3763,0.787
G2425,G3784,0.751
G2425,G3855,0.737
G2425,G3897,0.731
G2425,G3923,0.746
G2425,G3946,0.773
G2425,G3969,0.808
G2425,G3970,0.671
G2425,G3989,0.728
G2425,G4004,0.825
G2425,G4031,0.826
G2425,G4038,0.788
G2425,G4108,0.813
G2425,G4138,0.671
G2425,G4171,0.736
G2425,G4210,0.778
G2425,G4247,0.681
G2425,G4294,0.763
G2425,G4319,0.761
G2425,G4321,0.754
G2425,G4333,0.775
G2425,G4353,0.677
G2425,G4359,0.701
G2425,G4371,0.737
G2425,G4399,0.674
G2425,G4418,0.782
G2425,G4433,0.727
G2425,G4468,0.832
G2425,G4501,0.671
G2426,G4024,0.724
G2428,G2454,0.672
G2428,G2496,0.675
G2428,G2556,0.675
G2428,G2593,0.789
G2428,G2600,0.714
G2428,G2621,0.674
G2428,G2635,0.75
G2428,G2640,0.693
G2428,G2702,0.732
G2428,G2714,0.687
G2428,G2720,0.681
G2428,G2815,0.771
G2428,G2816,0.746
G2428,G2827,0.767
G2428,G2854,0.672
G2428,G2892,0.827
G2428,G2925,0.848
G2428,G2932,0.797
G2428,G2935,0.697
G2428,G2992,0.78
G2428,G2998,0.773
G2428,G3016,0.785
G2428,G3041,0.672
G2428,G3049,0.755
G2428,G3083,0.694
